                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.44788,                 0.6679,                0.98711,                0.81719,                0.94232,                0.96038,                0.87918,                 0.4805,                0.53204,                 1.0415,               0.001288,               0.001288,               0.001288
                     90,                0.30534,                0.52189,                0.91441,                0.92224,                0.84167,                0.96217,                0.85963,                 0.5112,                0.63347,                 1.0866,               0.001189,               0.001189,               0.001189
                     91,                0.28743,                0.47562,                0.88035,                0.83543,                0.92276,                0.95836,                0.85933,                0.49091,                0.58035,                 1.0774,                0.00109,                0.00109,                0.00109
                     92,                0.27469,                0.46709,                0.89481,                0.86475,                0.87742,                0.95402,                0.85877,                0.49247,                0.57351,                 1.0696,               0.000991,               0.000991,               0.000991
                     93,                0.27713,                0.45424,                0.88461,                0.89046,                0.88575,                0.95383,                0.86275,                0.49297,                0.53548,                 1.0609,               0.000892,               0.000892,               0.000892
                     94,                0.27746,                0.45593,                0.87478,                0.86979,                0.89628,                 0.9575,                0.87493,                0.47929,                0.54345,                  1.062,               0.000793,               0.000793,               0.000793
                     95,                0.26522,                0.43975,                  0.873,                0.90748,                0.91212,                0.96314,                0.88121,                0.47577,                  0.518,                 1.0472,               0.000694,               0.000694,               0.000694
                     96,                0.25977,                0.43845,                0.84834,                0.91937,                 0.8905,                 0.9619,                0.87919,                0.46189,                0.51947,                 1.0258,               0.000595,               0.000595,               0.000595
                     97,                0.25828,                0.43461,                0.87181,                0.92114,                0.89318,                0.96056,                0.87644,                0.46199,                0.52287,                 1.0322,               0.000496,               0.000496,               0.000496
                     98,                0.25828,                0.43384,                0.88081,                 0.9041,                0.91245,                0.96098,                0.87135,                0.47196,                 0.5178,                  1.043,               0.000397,               0.000397,               0.000397
                     99,                0.24536,                0.43144,                0.86756,                0.92076,                0.90197,                0.96045,                0.87145,                0.46661,                0.50611,                 1.0369,               0.000298,               0.000298,               0.000298
